Date,Day,Month,Year,State,District,Pincode,Age 5 To 17 ,Age Above 17
11/19/2025,Wednesday,November,2025,Telangana,Narayanpet,509204,0,4
11/19/2025,Wednesday,November,2025,Telangana,Narayanpet,509208,5,14
11/19/2025,Wednesday,November,2025,Telangana,Narayanpet,509351,4,9
11/19/2025,Wednesday,November,2025,Telangana,Nirmal,504102,1,20
11/19/2025,Wednesday,November,2025,Telangana,Nirmal,504110,0,7
11/19/2025,Wednesday,November,2025,Telangana,Nizamabad,503001,4,41
11/19/2025,Wednesday,November,2025,Telangana,Nizamabad,503101,0,3
11/19/2025,Wednesday,November,2025,Telangana,Nizamabad,503108,0,3
11/19/2025,Wednesday,November,2025,Telangana,Nizamabad,503145,0,5
11/19/2025,Wednesday,November,2025,Telangana,Nizamabad,503185,2,12
11/19/2025,Wednesday,November,2025,Telangana,Nizamabad,503186,0,2
11/19/2025,Wednesday,November,2025,Telangana,Nizamabad,503187,2,14
11/19/2025,Wednesday,November,2025,Telangana,Nizamabad,503218,0,2
11/19/2025,Wednesday,November,2025,Telangana,Nizamabad,503230,1,7
11/19/2025,Wednesday,November,2025,Telangana,Nizamabad,503245,1,14
11/19/2025,Wednesday,November,2025,Telangana,Nizamabad,503246,1,6
11/19/2025,Wednesday,November,2025,Telangana,Nizamabad,503301,1,5
11/19/2025,Wednesday,November,2025,Telangana,Peddapalli,505212,1,12
11/19/2025,Wednesday,November,2025,Telangana,Peddapalli,505525,0,6
11/19/2025,Wednesday,November,2025,Telangana,Rajanna Sircilla,505304,0,5
11/19/2025,Wednesday,November,2025,Telangana,Rangareddy,501505,0,4
11/19/2025,Wednesday,November,2025,Telangana,Sangareddy,502228,0,0
11/19/2025,Wednesday,November,2025,Telangana,Sangareddy,502251,1,0
11/19/2025,Wednesday,November,2025,Telangana,Sangareddy,502287,0,1
11/19/2025,Wednesday,November,2025,Telangana,Sangareddy,502307,1,6
11/19/2025,Wednesday,November,2025,Telangana,Siddipet,502102,1,4
11/19/2025,Wednesday,November,2025,Telangana,Siddipet,502311,0,3
11/19/2025,Wednesday,November,2025,Telangana,Siddipet,502312,0,1
11/19/2025,Wednesday,November,2025,Telangana,Siddipet,502334,3,5
11/19/2025,Wednesday,November,2025,Telangana,Siddipet,502372,0,12
11/19/2025,Wednesday,November,2025,Telangana,Siddipet,505467,0,5
11/19/2025,Wednesday,November,2025,Telangana,Siddipet,505473,0,7
11/19/2025,Wednesday,November,2025,Telangana,Siddipet,506367,0,2
11/19/2025,Wednesday,November,2025,Telangana,Suryapet,508213,3,42
11/19/2025,Wednesday,November,2025,Telangana,Suryapet,508222,2,12
11/19/2025,Wednesday,November,2025,Telangana,Suryapet,508223,0,9
11/19/2025,Wednesday,November,2025,Telangana,Suryapet,508224,0,1
11/19/2025,Wednesday,November,2025,Telangana,Suryapet,508238,0,5
11/19/2025,Wednesday,November,2025,Telangana,Vikarabad,501101,3,16
11/19/2025,Wednesday,November,2025,Telangana,Vikarabad,501158,1,5
11/19/2025,Wednesday,November,2025,Telangana,Wanaparthy,509103,1,17
11/19/2025,Wednesday,November,2025,Telangana,Wanaparthy,509203,0,1
11/19/2025,Wednesday,November,2025,Telangana,Wanaparthy,509382,1,1
11/19/2025,Wednesday,November,2025,Telangana,Warangal,506001,0,5
11/19/2025,Wednesday,November,2025,Telangana,Warangal,506002,0,13
11/19/2025,Wednesday,November,2025,Telangana,Warangal,506005,0,2
11/19/2025,Wednesday,November,2025,Telangana,Warangal,506132,0,10
11/19/2025,Wednesday,November,2025,Telangana,Warangal,506135,0,2
11/19/2025,Wednesday,November,2025,Telangana,Warangal,506163,0,2
11/19/2025,Wednesday,November,2025,Telangana,Warangal,506172,1,4
11/19/2025,Wednesday,November,2025,Telangana,Warangal,506221,0,3
11/19/2025,Wednesday,November,2025,Telangana,Warangal,506301,1,1
11/19/2025,Wednesday,November,2025,Telangana,Warangal,506316,0,1
11/19/2025,Wednesday,November,2025,Telangana,Warangal,506356,0,1
11/19/2025,Wednesday,November,2025,Telangana,Warangal Rural,506132,0,1
11/19/2025,Wednesday,November,2025,Telangana,Warangal Rural,506342,0,2
11/19/2025,Wednesday,November,2025,Telangana,Warangal Rural,506365,0,1
11/19/2025,Wednesday,November,2025,Telangana,Warangal Urban,505101,1,0
11/19/2025,Wednesday,November,2025,Telangana,Warangal Urban,506013,1,3
11/19/2025,Wednesday,November,2025,Telangana,Warangal Urban,506015,0,1
11/19/2025,Wednesday,November,2025,Telangana,Warangal Urban,506371,1,1
11/19/2025,Wednesday,November,2025,Telangana,Yadadri,508115,2,6
11/19/2025,Wednesday,November,2025,Telangana,Yadadri,508277,0,7
10/25/2025,Saturday,October,2025,Telangana,Medak,502109,0,9
10/25/2025,Saturday,October,2025,Telangana,Medak,502247,0,14
10/25/2025,Saturday,October,2025,Telangana,Medak,502248,2,28
10/25/2025,Saturday,October,2025,Telangana,Medak,502249,0,11
10/25/2025,Saturday,October,2025,Telangana,Medak,502255,3,21
10/25/2025,Saturday,October,2025,Telangana,Medak,502267,0,3
10/25/2025,Saturday,October,2025,Telangana,Medak,502281,2,2
10/25/2025,Saturday,October,2025,Telangana,Medak,502286,13,42
10/25/2025,Saturday,October,2025,Telangana,Medak,502311,1,0
10/25/2025,Saturday,October,2025,Telangana,Medak,502312,0,2
10/25/2025,Saturday,October,2025,Telangana,Medak,502314,2,17
10/25/2025,Saturday,October,2025,Telangana,Medak,502336,2,11
10/25/2025,Saturday,October,2025,Telangana,Medak,502372,0,6
10/25/2025,Saturday,October,2025,Telangana,Medak,502375,1,1
10/25/2025,Saturday,October,2025,Telangana,Medchal-malkajgiri,500010,2,38
10/25/2025,Saturday,October,2025,Telangana,Medchal-malkajgiri,500037,8,36
10/25/2025,Saturday,October,2025,Telangana,Medchal-malkajgiri,500049,3,6
10/25/2025,Saturday,October,2025,Telangana,Medchal-malkajgiri,500055,19,70
10/25/2025,Saturday,October,2025,Telangana,Medchal-malkajgiri,500085,5,24
10/25/2025,Saturday,October,2025,Telangana,Medchal-malkajgiri,501301,7,22
10/25/2025,Saturday,October,2025,Telangana,Medchal-malkajgiri,500014,0,1
10/25/2025,Saturday,October,2025,Telangana,Medchal-malkajgiri,500043,0,1
10/25/2025,Saturday,October,2025,Telangana,Medchal-malkajgiri,500072,1,0
10/25/2025,Saturday,October,2025,Telangana,Medchal-malkajgiri,500087,1,1
10/25/2025,Saturday,October,2025,Telangana,Mulugu,506172,1,24
10/25/2025,Saturday,October,2025,Telangana,Mulugu,506347,0,6
10/25/2025,Saturday,October,2025,Telangana,Mulugu,507136,4,34
10/25/2025,Saturday,October,2025,Telangana,Nagarkurnool,509203,3,24
10/25/2025,Saturday,October,2025,Telangana,Nagarkurnool,509209,2,25
10/25/2025,Saturday,October,2025,Telangana,Nagarkurnool,509375,1,15
10/25/2025,Saturday,October,2025,Telangana,Nalgonda,508004,1,8
10/25/2025,Saturday,October,2025,Telangana,Nalgonda,508202,6,22
10/25/2025,Saturday,October,2025,Telangana,Nalgonda,508205,4,15
10/25/2025,Saturday,October,2025,Telangana,Nalgonda,508210,1,16
10/25/2025,Saturday,October,2025,Telangana,Nalgonda,508213,1,23
10/25/2025,Saturday,October,2025,Telangana,Nalgonda,508246,4,5
10/25/2025,Saturday,October,2025,Telangana,Nalgonda,508248,3,42
10/25/2025,Saturday,October,2025,Telangana,Nalgonda,508252,1,3
10/25/2025,Saturday,October,2025,Telangana,Nalgonda,508257,1,28
10/25/2025,Saturday,October,2025,Telangana,Nalgonda,508279,0,1
10/25/2025,Saturday,October,2025,Telangana,Nalgonda,508355,3,24
10/25/2025,Saturday,October,2025,Telangana,Nalgonda,508373,3,28
10/25/2025,Saturday,October,2025,Telangana,Narayanpet,509204,0,8
10/25/2025,Saturday,October,2025,Telangana,Narayanpet,509336,0,2
10/25/2025,Saturday,October,2025,Telangana,Narayanpet,509411,1,16
10/25/2025,Saturday,October,2025,Telangana,Nirmal,504101,4,12
10/25/2025,Saturday,October,2025,Telangana,Nirmal,504104,3,8
10/25/2025,Saturday,October,2025,Telangana,Nirmal,504202,4,9
10/25/2025,Saturday,October,2025,Telangana,Nizamabad,503108,2,4
10/25/2025,Saturday,October,2025,Telangana,Nizamabad,503114,3,9
10/25/2025,Saturday,October,2025,Telangana,Nizamabad,503120,0,2
10/25/2025,Saturday,October,2025,Telangana,Nizamabad,503123,1,6
10/25/2025,Saturday,October,2025,Telangana,Nizamabad,503164,14,27
10/25/2025,Saturday,October,2025,Telangana,Nizamabad,503202,1,13
10/25/2025,Saturday,October,2025,Telangana,Nizamabad,503213,3,17
10/25/2025,Saturday,October,2025,Telangana,Nizamabad,503218,0,6
10/25/2025,Saturday,October,2025,Telangana,Nizamabad,503245,3,11
10/25/2025,Saturday,October,2025,Telangana,Nizamabad,503306,2,6
10/25/2025,Saturday,October,2025,Telangana,Nizamabad,503307,4,30
10/25/2025,Saturday,October,2025,Telangana,Nizamabad,505307,1,1
10/25/2025,Saturday,October,2025,Telangana,Peddapalli,505152,3,21
10/25/2025,Saturday,October,2025,Telangana,Peddapalli,505162,2,6
10/25/2025,Saturday,October,2025,Telangana,Peddapalli,505185,2,11
10/25/2025,Saturday,October,2025,Telangana,Peddapalli,505208,1,5
10/25/2025,Saturday,October,2025,Telangana,Peddapalli,505514,1,4
10/25/2025,Saturday,October,2025,Telangana,Rajanna Sircilla,505402,0,7
10/25/2025,Saturday,October,2025,Telangana,Rajanna Sircilla,505524,0,7
10/25/2025,Saturday,October,2025,Telangana,Rangareddy,500068,0,5
10/25/2025,Saturday,October,2025,Telangana,Rangareddy,501512,0,3
10/25/2025,Saturday,October,2025,Telangana,Sangareddy,502032,13,49
10/25/2025,Saturday,October,2025,Telangana,Sangareddy,502220,2,9
10/25/2025,Saturday,October,2025,Telangana,Sangareddy,502228,0,2
10/25/2025,Saturday,October,2025,Telangana,Sangareddy,502286,3,13
10/25/2025,Saturday,October,2025,Telangana,Sangareddy,502306,1,8
10/25/2025,Saturday,October,2025,Telangana,Sangareddy,502307,2,6
10/25/2025,Saturday,October,2025,Telangana,Sangareddy,502319,3,29
10/25/2025,Saturday,October,2025,Telangana,Sangareddy,502345,0,2
10/25/2025,Saturday,October,2025,Telangana,Siddipet,502103,2,51
10/25/2025,Saturday,October,2025,Telangana,Siddipet,502267,0,2
10/25/2025,Saturday,October,2025,Telangana,Siddipet,502334,4,18
10/25/2025,Saturday,October,2025,Telangana,Siddipet,502375,0,6
10/25/2025,Saturday,October,2025,Telangana,Siddipet,505472,0,2
10/25/2025,Saturday,October,2025,Telangana,Siddipet,506223,1,10
10/25/2025,Saturday,October,2025,Telangana,Suryapet,508204,11,78
10/25/2025,Saturday,October,2025,Telangana,Suryapet,508218,4,23
10/25/2025,Saturday,October,2025,Telangana,Suryapet,508221,0,21
10/25/2025,Saturday,October,2025,Telangana,Suryapet,508223,1,16
10/25/2025,Saturday,October,2025,Telangana,Vikarabad,501141,11,80
10/25/2025,Saturday,October,2025,Telangana,Vikarabad,509350,5,51
10/25/2025,Saturday,October,2025,Telangana,Wanaparthy,509105,2,13
10/25/2025,Saturday,October,2025,Telangana,Wanaparthy,509131,3,23
10/25/2025,Saturday,October,2025,Telangana,Wanaparthy,509203,0,1
10/25/2025,Saturday,October,2025,Telangana,Wanaparthy,509380,4,9
10/25/2025,Saturday,October,2025,Telangana,Wanaparthy,509382,2,10
10/25/2025,Saturday,October,2025,Telangana,Warangal,506132,3,24
10/25/2025,Saturday,October,2025,Telangana,Warangal,506134,3,2
10/25/2025,Saturday,October,2025,Telangana,Warangal,506143,0,1
10/25/2025,Saturday,October,2025,Telangana,Warangal,506164,5,4
10/25/2025,Saturday,October,2025,Telangana,Warangal,506221,1,10
10/25/2025,Saturday,October,2025,Telangana,Warangal,506252,0,4
10/25/2025,Saturday,October,2025,Telangana,Warangal,506310,1,0
10/25/2025,Saturday,October,2025,Telangana,Warangal,506332,4,4
10/25/2025,Saturday,October,2025,Telangana,Warangal,506343,2,0
10/25/2025,Saturday,October,2025,Telangana,Warangal,506345,1,1
10/25/2025,Saturday,October,2025,Telangana,Warangal,506367,0,5
10/25/2025,Saturday,October,2025,Telangana,Warangal,506369,0,3
10/25/2025,Saturday,October,2025,Telangana,Warangal Rural,506349,0,11
10/25/2025,Saturday,October,2025,Telangana,Warangal Rural,506369,0,13
10/25/2025,Saturday,October,2025,Telangana,Warangal Urban,506003,0,2
10/25/2025,Saturday,October,2025,Telangana,Warangal Urban,506009,0,1
10/25/2025,Saturday,October,2025,Telangana,Yadadri,508105,0,12
10/25/2025,Saturday,October,2025,Telangana,Yadadri,508111,5,19
10/25/2025,Saturday,October,2025,Telangana,Yadadri,508223,0,9
10/25/2025,Saturday,October,2025,Telangana,Adilabad,504102,10,4
10/25/2025,Saturday,October,2025,Telangana,Adilabad,504104,1,6
10/25/2025,Saturday,October,2025,Telangana,Adilabad,504106,2,5
10/25/2025,Saturday,October,2025,Telangana,Adilabad,504208,2,5
10/25/2025,Saturday,October,2025,Telangana,Adilabad,504214,0,7
10/25/2025,Saturday,October,2025,Telangana,Adilabad,504292,0,2
10/25/2025,Saturday,October,2025,Telangana,Adilabad,504304,4,36
10/25/2025,Saturday,October,2025,Telangana,Adilabad,504310,2,3
10/25/2025,Saturday,October,2025,Telangana,Adilabad,504312,3,15
10/25/2025,Saturday,October,2025,Telangana,Adilabad,504346,1,14
10/25/2025,Saturday,October,2025,Telangana,Bhadradri Kothagudem,507128,5,10
10/25/2025,Saturday,October,2025,Telangana,Bhadradri Kothagudem,507129,0,1
10/25/2025,Saturday,October,2025,Telangana,Bhadradri Kothagudem,507140,4,18
10/25/2025,Saturday,October,2025,Telangana,Hanumakonda,505101,0,5
10/25/2025,Saturday,October,2025,Telangana,Hanumakonda,505498,0,1
10/25/2025,Saturday,October,2025,Telangana,Hanumakonda,506005,0,1
10/25/2025,Saturday,October,2025,Telangana,Hanumakonda,506009,1,5
10/25/2025,Saturday,October,2025,Telangana,Hanumakonda,506142,4,25
10/25/2025,Saturday,October,2025,Telangana,Hanumakonda,506319,6,11
10/25/2025,Saturday,October,2025,Telangana,Hanumakonda,506371,1,15
10/25/2025,Saturday,October,2025,Telangana,Hyderabad,500002,1,13
10/25/2025,Saturday,October,2025,Telangana,Hyderabad,500003,2,34
10/25/2025,Saturday,October,2025,Telangana,Hyderabad,500009,1,16
10/25/2025,Saturday,October,2025,Telangana,Hyderabad,500015,7,16
10/25/2025,Saturday,October,2025,Telangana,Hyderabad,500016,3,21
10/25/2025,Saturday,October,2025,Telangana,Hyderabad,500020,4,28
10/25/2025,Saturday,October,2025,Telangana,Hyderabad,500034,3,21
10/25/2025,Saturday,October,2025,Telangana,Hyderabad,500040,5,5
10/25/2025,Saturday,October,2025,Telangana,Hyderabad,500073,2,7
10/25/2025,Saturday,October,2025,Telangana,Hyderabad,500082,0,11
10/25/2025,Saturday,October,2025,Telangana,Hyderabad,500085,0,1
10/25/2025,Saturday,October,2025,Telangana,Hyderabad,500096,2,2
10/25/2025,Saturday,October,2025,Telangana,Jagitial,505326,1,9
10/25/2025,Saturday,October,2025,Telangana,Jagitial,505327,1,22
10/25/2025,Saturday,October,2025,Telangana,Jagitial,505452,1,6
10/25/2025,Saturday,October,2025,Telangana,Jagitial,505460,2,8
10/25/2025,Saturday,October,2025,Telangana,Jagitial,505501,1,7
10/25/2025,Saturday,October,2025,Telangana,Jagitial,505532,2,14
10/25/2025,Saturday,October,2025,Telangana,Jangoan,506167,5,42
10/25/2025,Saturday,October,2025,Telangana,Jangoan,506201,2,7
10/25/2025,Saturday,October,2025,Telangana,Jangoan,506223,0,2
10/25/2025,Saturday,October,2025,Telangana,Jangoan,506252,2,8
10/25/2025,Saturday,October,2025,Telangana,Jayashankar Bhupalpally,505504,0,2
10/25/2025,Saturday,October,2025,Telangana,Jogulamba Gadwal,509127,7,27
10/25/2025,Saturday,October,2025,Telangana,Jogulamba Gadwal,509152,2,16
10/25/2025,Saturday,October,2025,Telangana,K.v. Rangareddy,500014,1,1
10/25/2025,Saturday,October,2025,Telangana,K.v. Rangareddy,500018,3,9
10/25/2025,Saturday,October,2025,Telangana,K.v. Rangareddy,500032,1,16
10/25/2025,Saturday,October,2025,Telangana,K.v. Rangareddy,500033,0,2
10/25/2025,Saturday,October,2025,Telangana,K.v. Rangareddy,500070,7,25
10/25/2025,Saturday,October,2025,Telangana,K.v. Rangareddy,500076,4,14
10/25/2025,Saturday,October,2025,Telangana,K.v. Rangareddy,500088,1,16
10/25/2025,Saturday,October,2025,Telangana,K.v. Rangareddy,501141,3,66
10/25/2025,Saturday,October,2025,Telangana,K.v. Rangareddy,501203,6,24
10/25/2025,Saturday,October,2025,Telangana,K.v. Rangareddy,501359,6,25
10/25/2025,Saturday,October,2025,Telangana,K.v. Rangareddy,501506,1,13
10/25/2025,Saturday,October,2025,Telangana,K.v. Rangareddy,509217,5,17
10/25/2025,Saturday,October,2025,Telangana,K.v. Rangareddy,509321,7,28
10/25/2025,Saturday,October,2025,Telangana,K.v. Rangareddy,509340,1,3
10/25/2025,Saturday,October,2025,Telangana,K.v. Rangareddy,509408,2,24
10/25/2025,Saturday,October,2025,Telangana,K.v. Rangareddy,509410,4,20
10/25/2025,Saturday,October,2025,Telangana,Kamareddy,503102,0,2
10/25/2025,Saturday,October,2025,Telangana,Kamareddy,503110,5,11
10/25/2025,Saturday,October,2025,Telangana,Kamareddy,503144,5,50
10/25/2025,Saturday,October,2025,Telangana,Kamareddy,503301,0,4
10/25/2025,Saturday,October,2025,Telangana,Karimnagar,505186,1,12
10/25/2025,Saturday,October,2025,Telangana,Karimnagar,505188,1,4
10/25/2025,Saturday,October,2025,Telangana,Karimnagar,505306,1,2
10/25/2025,Saturday,October,2025,Telangana,Karimnagar,505307,2,7
10/25/2025,Saturday,October,2025,Telangana,Karimnagar,505325,0,4
10/25/2025,Saturday,October,2025,Telangana,Karimnagar,505404,0,13
10/25/2025,Saturday,October,2025,Telangana,Karimnagar,505451,2,12
10/25/2025,Saturday,October,2025,Telangana,Karimnagar,505452,0,5
10/25/2025,Saturday,October,2025,Telangana,Karimnagar,505455,0,5
10/25/2025,Saturday,October,2025,Telangana,Karimnagar,505480,0,3
10/25/2025,Saturday,October,2025,Telangana,Karimnagar,505481,2,10
10/25/2025,Saturday,October,2025,Telangana,Karimnagar,505490,1,11
10/25/2025,Saturday,October,2025,Telangana,Karimnagar,505530,2,11
10/25/2025,Saturday,October,2025,Telangana,Karimnagar,506168,0,1
10/25/2025,Saturday,October,2025,Telangana,Khammam,507003,7,36
10/25/2025,Saturday,October,2025,Telangana,Khammam,507111,1,4
10/25/2025,Saturday,October,2025,Telangana,Khammam,507122,6,22
10/25/2025,Saturday,October,2025,Telangana,Khammam,507128,1,0
10/25/2025,Saturday,October,2025,Telangana,Khammam,507154,0,1
10/25/2025,Saturday,October,2025,Telangana,Khammam,507161,5,21
10/25/2025,Saturday,October,2025,Telangana,Khammam,507208,4,28
10/25/2025,Saturday,October,2025,Telangana,Khammam,507209,3,26
10/25/2025,Saturday,October,2025,Telangana,Khammam,507211,0,2
10/25/2025,Saturday,October,2025,Telangana,Khammam,507302,1,13
10/25/2025,Saturday,October,2025,Telangana,Komaram Bheem,504219,0,1
10/25/2025,Saturday,October,2025,Telangana,Komaram Bheem,504292,3,17
10/25/2025,Saturday,October,2025,Telangana,Komaram Bheem,504294,2,19
10/25/2025,Saturday,October,2025,Telangana,Komaram Bheem,504296,3,36
10/25/2025,Saturday,October,2025,Telangana,Komaram Bheem,504313,13,22
10/25/2025,Saturday,October,2025,Telangana,Mahabubabad,506317,0,3
10/25/2025,Saturday,October,2025,Telangana,Mahabubabad,506332,0,1
10/25/2025,Saturday,October,2025,Telangana,Mahabubnagar,509125,14,22
10/25/2025,Saturday,October,2025,Telangana,Mahabubnagar,509129,0,12
10/25/2025,Saturday,October,2025,Telangana,Mahabubnagar,509205,6,8
10/25/2025,Saturday,October,2025,Telangana,Mahabubnagar,509208,3,0
10/25/2025,Saturday,October,2025,Telangana,Mahabubnagar,509215,0,5
10/25/2025,Saturday,October,2025,Telangana,Mahabubnagar,509216,2,6
10/25/2025,Saturday,October,2025,Telangana,Mahabubnagar,509235,3,11
10/25/2025,Saturday,October,2025,Telangana,Mahabubnagar,509339,5,23
10/25/2025,Saturday,October,2025,Telangana,Mahabubnagar,509340,4,12
10/25/2025,Saturday,October,2025,Telangana,Mahabubnagar,509380,5,21
10/25/2025,Saturday,October,2025,Telangana,Mahabubnagar,509382,9,33
10/25/2025,Saturday,October,2025,Telangana,Mahabubnagar,509408,6,8
10/25/2025,Saturday,October,2025,Telangana,Mahabubnagar,509412,1,13
10/25/2025,Saturday,October,2025,Telangana,Mancherial,504204,2,10
10/25/2025,Saturday,October,2025,Telangana,Mancherial,504207,2,19
10/25/2025,Saturday,October,2025,Telangana,Mancherial,504214,0,14
10/25/2025,Saturday,October,2025,Telangana,Mancherial,504231,2,17
10/25/2025,Saturday,October,2025,Telangana,Mancherial,504301,2,9
10/25/2025,Saturday,October,2025,Telangana,Mancherial,504302,1,9
10/27/2025,Monday,October,2025,Telangana,Adilabad,504001,16,71
10/27/2025,Monday,October,2025,Telangana,Adilabad,504002,0,2
10/27/2025,Monday,October,2025,Telangana,Adilabad,504109,1,1
10/27/2025,Monday,October,2025,Telangana,Adilabad,504203,2,3
10/27/2025,Monday,October,2025,Telangana,Adilabad,504219,1,0
10/27/2025,Monday,October,2025,Telangana,Adilabad,504304,5,47
10/27/2025,Monday,October,2025,Telangana,Adilabad,504323,2,6
10/27/2025,Monday,October,2025,Telangana,Adilabad,504346,0,11
10/27/2025,Monday,October,2025,Telangana,Bhadradri Kothagudem,507111,6,11
10/27/2025,Monday,October,2025,Telangana,Bhadradri Kothagudem,507123,7,48
10/27/2025,Monday,October,2025,Telangana,Bhadradri Kothagudem,507125,1,7
10/27/2025,Monday,October,2025,Telangana,Bhadradri Kothagudem,507137,7,13
10/27/2025,Monday,October,2025,Telangana,Bhadradri Kothagudem,507166,5,20
10/27/2025,Monday,October,2025,Telangana,Bhadradri Kothagudem,507316,1,8
10/27/2025,Monday,October,2025,Telangana,Hanumakonda,505102,3,5
10/27/2025,Monday,October,2025,Telangana,Hanumakonda,505122,0,1
10/27/2025,Monday,October,2025,Telangana,Hanumakonda,506001,8,40
10/27/2025,Monday,October,2025,Telangana,Hanumakonda,506003,5,24
10/27/2025,Monday,October,2025,Telangana,Hanumakonda,506151,2,7
10/27/2025,Monday,October,2025,Telangana,Hanumakonda,506319,3,11
10/27/2025,Monday,October,2025,Telangana,Hyderabad,500003,4,31
10/27/2025,Monday,October,2025,Telangana,Hyderabad,500023,4,43
10/27/2025,Monday,October,2025,Telangana,Hyderabad,500024,3,21
10/27/2025,Monday,October,2025,Telangana,Hyderabad,500025,1,4
10/27/2025,Monday,October,2025,Telangana,Hyderabad,500031,0,3
10/27/2025,Monday,October,2025,Telangana,Hyderabad,500042,2,4
10/27/2025,Monday,October,2025,Telangana,Hyderabad,500054,7,14
10/27/2025,Monday,October,2025,Telangana,Hyderabad,500056,1,3
10/27/2025,Monday,October,2025,Telangana,Hyderabad,500058,3,13
10/27/2025,Monday,October,2025,Telangana,Hyderabad,500062,5,3
10/27/2025,Monday,October,2025,Telangana,Hyderabad,500082,2,15
10/27/2025,Monday,October,2025,Telangana,Jagitial,505330,1,5
10/27/2025,Monday,October,2025,Telangana,Jagitial,505416,0,1
10/27/2025,Monday,October,2025,Telangana,Jagitial,505425,5,11
10/27/2025,Monday,October,2025,Telangana,Jagitial,505454,4,17
10/27/2025,Monday,October,2025,Telangana,Jagitial,505529,3,7
10/27/2025,Monday,October,2025,Telangana,Jangaon,506302,0,4
10/27/2025,Monday,October,2025,Telangana,Jangoan,506144,3,12
10/27/2025,Monday,October,2025,Telangana,Jangoan,506221,1,24
10/27/2025,Monday,October,2025,Telangana,Jangoan,506223,0,2
10/27/2025,Monday,October,2025,Telangana,Jangoan,506302,2,39
10/27/2025,Monday,October,2025,Telangana,Jangoan,506316,1,14
10/27/2025,Monday,October,2025,Telangana,Jangoan,506318,0,1
10/27/2025,Monday,October,2025,Telangana,Jayashankar Bhupalpally,505503,7,63
10/27/2025,Monday,October,2025,Telangana,Jayashankar Bhupalpally,506366,1,23
10/27/2025,Monday,October,2025,Telangana,Jogulamba Gadwal,509125,13,58
10/27/2025,Monday,October,2025,Telangana,Jogulamba Gadwal,509127,1,37
10/27/2025,Monday,October,2025,Telangana,Jogulamba Gadwal,509128,16,48
10/27/2025,Monday,October,2025,Telangana,Jogulamba Gadwal,509132,12,45
10/27/2025,Monday,October,2025,Telangana,Jogulamba Gadwal,509152,3,20
10/27/2025,Monday,October,2025,Telangana,K.v. Rangareddy,500005,13,55
10/27/2025,Monday,October,2025,Telangana,K.v. Rangareddy,500050,4,34
10/27/2025,Monday,October,2025,Telangana,K.v. Rangareddy,500083,1,0
10/27/2025,Monday,October,2025,Telangana,K.v. Rangareddy,500088,5,12
10/27/2025,Monday,October,2025,Telangana,K.v. Rangareddy,500089,13,46
10/27/2025,Monday,October,2025,Telangana,K.v. Rangareddy,500090,1,4
10/27/2025,Monday,October,2025,Telangana,K.v. Rangareddy,500091,6,26
10/27/2025,Monday,October,2025,Telangana,K.v. Rangareddy,500102,0,1
10/27/2025,Monday,October,2025,Telangana,K.v. Rangareddy,501141,3,17
10/27/2025,Monday,October,2025,Telangana,K.v. Rangareddy,501203,4,16
10/27/2025,Monday,October,2025,Telangana,K.v. Rangareddy,501359,4,31
10/27/2025,Monday,October,2025,Telangana,K.v. Rangareddy,501506,3,14
10/27/2025,Monday,October,2025,Telangana,K.v. Rangareddy,501509,6,21
10/27/2025,Monday,October,2025,Telangana,K.v. Rangareddy,509371,1,1
10/27/2025,Monday,October,2025,Telangana,Kamareddy,503110,4,27
10/27/2025,Monday,October,2025,Telangana,Kamareddy,503123,5,46
10/27/2025,Monday,October,2025,Telangana,Kamareddy,503144,5,51
10/27/2025,Monday,October,2025,Telangana,Kamareddy,503301,1,10
10/27/2025,Monday,October,2025,Telangana,Karimnagar,505129,1,7
10/27/2025,Monday,October,2025,Telangana,Karimnagar,505152,0,1
10/27/2025,Monday,October,2025,Telangana,Karimnagar,505172,6,17
10/27/2025,Monday,October,2025,Telangana,Karimnagar,505184,0,9
10/27/2025,Monday,October,2025,Telangana,Karimnagar,505188,0,7
10/27/2025,Monday,October,2025,Telangana,Karimnagar,505208,2,2
10/27/2025,Monday,October,2025,Telangana,Karimnagar,505209,5,32
10/27/2025,Monday,October,2025,Telangana,Karimnagar,505210,0,4
10/27/2025,Monday,October,2025,Telangana,Karimnagar,505326,0,1
10/27/2025,Monday,October,2025,Telangana,Karimnagar,505415,2,27
10/27/2025,Monday,October,2025,Telangana,Karimnagar,505416,2,6
10/27/2025,Monday,October,2025,Telangana,Karimnagar,505445,1,11
10/27/2025,Monday,October,2025,Telangana,Karimnagar,505452,1,3
10/27/2025,Monday,October,2025,Telangana,Karimnagar,505474,5,14
10/27/2025,Monday,October,2025,Telangana,Karimnagar,505503,5,17
10/27/2025,Monday,October,2025,Telangana,Karimnagar,505528,1,3
10/27/2025,Monday,October,2025,Telangana,Karimnagar,505532,3,4
10/27/2025,Monday,October,2025,Telangana,Khammam,507003,13,27
10/27/2025,Monday,October,2025,Telangana,Khammam,507101,0,4
10/27/2025,Monday,October,2025,Telangana,Khammam,507115,0,1
10/27/2025,Monday,October,2025,Telangana,Khammam,507136,0,1
10/27/2025,Monday,October,2025,Telangana,Khammam,507160,2,24
10/27/2025,Monday,October,2025,Telangana,Khammam,507163,4,16
10/27/2025,Monday,October,2025,Telangana,Khammam,507167,4,23
10/27/2025,Monday,October,2025,Telangana,Khammam,507203,4,12
